Utterance,Sentiment
百战不殆,neutral
把敌人的情况了解清楚了,neutral
我才知道怎么带,neutral
方一凡你给我听清楚了,negative
他不是你的敌人,negative
你不要跟我开这种玩笑,negative
他是你的兄弟,negative
他跟你有1/4血缘关系,negative
听见没有,negative
你把这话给我重复一遍,negative
磊儿有我的1/4血缘关系,negative
我有磊儿1/4血缘关系,negative
不是到底什么,negative
这是什么意思,negative
你们是有1/4血缘关系的兄弟,negative
我们是有1/4血缘关系的兄弟,negative
我们是兄弟,negative
你要照顾好他,negative
你不需要那么清楚的了解他,negative
但是你要带他清楚的了解学校听明白没有,negative
赶紧洗澡,negative
不许玩手机,negative
里边随便坐,neutral
给 拿着吃,neutral
谢谢表哥,neutral
你怎么还在这站着 坐 别那么紧张 这个凳子啊 气死我了 ,neutral
你怎么跟个机器人，跟个木头似,neutral
我叫你干嘛 放松一点 活动,neutral
你怎么拿着也 不吃,neutral
别那么紧张,neutral
自己家里放松点,neutral
表哥,neutral
你今天叫我过来是什么事,neutral
我光顾着看你 我都忘了,neutral
你不是刚来北京吗,neutral
表哥就想跟你聊一聊,neutral
并且咱们俩互相了解一下,neutral
因为咱们还要朝夕相处那么长时间,neutral
最重要的是什么,neutral
你有我1/4的血缘,neutral
不是我有你1/4,negative
不是也不对,negative
我妈怎么说,negative
我们俩是有1/4血缘关系的兄弟,neutral
对我们有1/4血缘关系对我们是兄弟,neutral
你谈没谈恋爱,positive
肯定谈了对不对,positive
老家是不是有,positive
真的没有,neutral
你是不是怕小姨小姨夫知道不敢说,positive
没事 告诉我,positive
不是我没有,neutral
怎么可能咱们这个年龄段谁都有个欣赏的人,negative
表哥你,neutral
有吗,neutral
我当然有了,positive
我告诉你我欣赏的人可是学霸的,positive
你看这成绩厉害吧,positive
还行,positive
什么叫那还行吗,negative
这叫翩若惊鸿,negative
婉若游龙,negative
女神好吧,negative
还行,negative
表哥你们认识几年了,neutral
我给你算算,positive
从幼儿园开始从,positive
小学一年级、二年级、三年级、四年级,positive
我看看啊,neutral
算是青梅竹马了吧,neutral
这么久了,neutral
那是挺厉害的,neutral
厉不厉害跟你也没关系,negative
行了,neutral
我洗澡去,neutral
你在这坐着等我,neutral
好,neutral
等会,neutral
你这是什么,positive
你一穿个里边背心干嘛,negative
妈妈让我穿的,neutral
妈妈说得护着前胸和后背,neutral
是来你听表哥说你妈妈说的没有错,neutral
不过你来了北京 这才几月份 你就穿这么多了,neutral
你不热呀,neutral
行,neutral
从今天开始,neutral
把你这些奇奇,neutral
怪怪的跨栏背心,neutral
还有未来天冷了,neutral
你要穿什么秋衣秋裤的,neutral
什么都不要穿,neutral
全部扔掉,neutral
不要在那出现好吗,neutral
表哥你们北京人这么抗冻,neutral
是你太耐热了,neutral
都起来了,negative
怎么起这么早,negative
我5点就起了,neutral
你昨晚睡得还好吗,negative
挺好的,neutral
还习惯吗,negative
你不能这么早就起来,negative
你现在首要任务是身体 得保证身体,negative
你这个成绩只要正常发挥,neutral
哪个学校都得抢着要你,neutral
所以你不能生病,neutral
听到没有,neutral
没事的,neutral
小姨我平常也是这个点起,neutral
你听小姨的话,positive
你早餐想吃点什么,positive
小姨给你去买,positive
我其实都行,neutral
我买回来你挑 你抓紧点,positive
咱们一会就要走了,neutral
好,neutral
谢谢小姨,neutral
儿子,negative
拉完了吗,negative
你先忍着,neutral
我这刚进来 你找磊儿去,neutral
他都进去好久,neutral
他那都已经进去20多分钟了,negative
你快点爸爸憋不住了,negative
没辙了,positive
要不你就先忍着,positive
实在忍不住你就拿个塑料袋兜着，回头正好浇花,positive
天然肥料,positive
一听你在玩游戏,negative
妈 你起来了,negative
你,negative
我是不是起晚了,negative
没有,negative
我5点多就起了,neutral
你起那么早干什么,negative
这不是早上起来头脑清楚,neutral
我就跑了个步再做个听力,neutral
我赶紧做饭去,negative
不用,neutral
我都已经给您做好了,neutral
您趁热吃了,neutral
我先去上学了,neutral
英子,negative
妈,neutral
还有什么事吗,neutral
没什么事,negative
那部蚁人 你还没看过吧,negative
没看,neutral
下周要是有时间,negative
妈妈请你看一下,negative
行,positive
都听您的,positive
好,positive
以后别给妈妈做饭了啊,positive
妈妈怪心疼的,positive
好,positive
那我走了,positive
看看现在成什么样子了,negative
放学不回家,negative
开车开到半夜,negative
昨天还给咱们拉脸子发脾气,negative
刚才摔门是吧,negative
他还想让他们给他赔礼道歉,negative
是不是,negative
我就不明白了,negative
他小时候跟咱们挺好的,negative
现在怎么变得这么混,negative
难道我们做错了吗,negative
咱们说不定从一开始就错,negative
我们哪错了,negative
可能当年我们就不应该走,negative
至少我应该留下来,negative
老季你有没有想过这些年咱们是怎么过来的,negative
咱们两个去过安徽、山东、江西,negative
还援过青海,negative
你这官位是步步高升了,negative
可咱们跟杨杨的日子越来越少了,negative
一开始是把孩子先放到你的父母,negative
你妈去世了,negative
又放到我爸妈那儿,negative
孩子说的没错,negative
咱们两个就没尽到当父母的义务,negative
没有权利说他,negative
我承认,negative
但是我就是不明白他为什么不理解,negative
我不是个官迷,negative
年轻的时候我就是想先把业立起来,negative
踏踏实实的为老百姓做点事,neutral
可是到了这个岁数回过头来想一想,negative
业是立起来了,negative
可是自己儿子差点都不认我了,negative
有时候我就想我努力了大半辈子,negative
到底是为什么,negative
如果可以重新选的话,negative
我现在肯定选个事业单位熬到退休,negative
我就在他身边,negative
我哪也不去,negative
说的简单,negative
要是让你重新选的话,negative
你还会选这条路的,negative
我现在真的是想 你还是别坐那么高的位子,negative
别升那么高的官,negative
还不如在一个大学里面踏踏实实的当个老师,negative
咱们一家子能和和美美的在一起多好,negative
你说你现在忙成这样,negative
当年你妈去世,negative
老太太为了见你最后一面,negative
硬是不咽最后一口气,negative
结果你还是没赶回来,negative
最后还是你儿子替你尽的孝,negative
我真是对不起我妈,negative
好了,negative
一会还上班,negative
都过去了,negative
这些都不行啊,negative
怎么就是垃圾食品,negative
这都是英子爱吃的进口,negative
我去看看一会就回来,neutral
这怎么不是垃圾食品,negative
我是说你这手伸的是不是太长了,negative
这是我的购物车,negative
这里头是我买的食品,negative
当我跟你抢车,negative
那不是最后 这都进,negative
我闺女的肚子里 我不得给他把关,negative
不行就是不行,negative
你是把关成绩就行了,negative
人吃什么你把什么关再说了,negative
那不是我闺女吗,negative
还能有毒吗,negative
我能害我自己的闺女吗,negative
谁知道,negative
你能不能给我留点面子,negative
脸都不要了,negative
还要什么面子,negative
怎么样,neutral
今天考试考的,neutral
还行,neutral
自己感觉还可以,neutral
那行,neutral
那就等成绩,neutral
来妈妈给你看个东西,neutral
是什么东西,neutral
我给你做了一个时间计划表,neutral
先看这个,neutral
今天不能算了对吧,neutral
从明天开始算到你高考还剩下278天,neutral
合到每科上只有46天,neutral
也就是一个半月,neutral
一个半月要干什么你知道吗,neutral
要把高一到高三所有的知识点都要巩固到滚瓜烂熟,neutral
时间还是很紧迫的,neutral
还有这个 反正是一点都不能松懈,neutral
这是你们学校系统里的成绩动态表,neutral
你看英语 你比较长项了,neutral
基本上一条直线,neutral
妈妈不是特别着急,neutral
看这语文 就是问题了,neutral
看看最高分91分,neutral
最低分82分,neutral
差了9分,neutral
咱们这学期的任务就是把它拉高拉平,neutral
你等我周末有时间再来细说成不成,negative
我这明年还要考英语跟理综,negative
对那行,neutral
你先去 一会我给你看一下 英子,neutral
我刚才送卷子做了吗,neutral
做了,negative
好那一会你拿给我,neutral
我还给你准备了一套,neutral
稍微难一点我带你做,neutral
英子,neutral
又怎么呢,negative
你爸给你买的零食在那,neutral
我爸也太好了,positive
好什么 一半都是垃圾食品,negative
我都挑出去扔垃圾桶里去了,negative
妈 你还不如不如和我说呢,negative
大晚上的 别吃零食了 抓紧时间  ,negative
回来了,neutral
不是说我去接你吗,neutral
都送到小区门口了,neutral
也没两步路,neutral
就不用接了,neutral
今天头还晕吗,neutral
今天没再晕了,neutral
这什么东西这么大一箱子,neutral
这刘铮送给杨杨的手套和头盔,neutral
你今天给刘铮打电话了,neutral
你说你 知道家里没人,negative
还点那么多外卖,negative
让人家送外卖的晾在外边那么长时间多不好,negative
我也是给忙忘了,neutral
我点完了才想起来,neutral
杨杨今天说了要晚回来一会了,neutral
这小子干嘛去了,negative
你先别急,neutral
他们今天分班考老师在群里都通知了,neutral
晚上要加一个晚自习答疑,neutral
明天还有一天,neutral
分班,negative
分什么班,negative
我问了 说是要分一个基础班,neutral
1个冲刺班,neutral
还有7个平行班,neutral
不就是快慢班,neutral
杨杨现在这个成绩不会考到慢班去吧,negative
慢班师资力量不行,negative
那倒没有,neutral
他们这个基础班是保本科的,neutral
配的老师也都是比较资深的,neutral
而且,neutral
就算是进去了,neutral
下次成绩上来了,neutral
还是可以回到平行,neutral
是波动的,neutral
是这样啊  点这么多,neutral
小圆圆,positive
圆圆起来了,positive
怎么了,neutral
来喝杯咖啡,positive
行,neutral
我说怎么闻着这么香,neutral
几个意思这是,neutral
早上起来给我来杯咖啡,neutral
待遇也太高了,neutral
爱心手冲 温度合适,positive
你这服务 早上给来杯咖啡,positive
